Title;Rank
Molecular Carcinogenesis;3656
Seminars in Neurology;3657
Transportmetrica B;3658
Documenta Mathematica;3659
Information Technology and People;3660
Milan Journal of Mathematics;3661
Behavioral Medicine;3662
Human Vaccines and Immunotherapeutics;3663
Insurance: Mathematics and Economics;3664
Medical Teacher;3665
Minerals Engineering;3666
Science and Engineering Ethics;3667
British Educational Research Journal;3668
Chemistry - An Asian Journal;3669
Clinics in Liver Disease;3670
International Reviews of Immunology;3671
Journal of Steroid Biochemistry and Molecular Biology;3672
Neural Computing and Applications;3673
SIAM-ASA Journal on Uncertainty Quantification;3674
Contraception;3675
EPJ Data Science;3676
Maritime Policy and Management;3677
Environmental Epigenetics;3678
Information and Inference;3679
Journal for Research in Mathematics Education;3680
Journal of Construction Engineering and Management - ASCE;3681
Sustainable Computing: Informatics and Systems;3682
Advances in dental research;3683
Criminal Justice and Behavior;3684
Differentiation;3685
International Multilingual Research Journal;3686
Animal Behaviour;3687
Australasian Marketing Journal;3688
Journal of Personality Assessment;3689
Management Accounting Research;3690
Philosophical Quarterly;3691
Algebraic and Geometric Topology;3692
Biochimica et Biophysica Acta - Bioenergetics;3693
BMJ Open Ophthalmology;3694
International Journal of Greenhouse Gas Control;3695
Journal of the Geological Society;3696
Oecologia;3697
Translational Lung Cancer Research;3698
Frontiers of Environmental Science and Engineering;3699
Health Equity;3700
International Journal of Approximate Reasoning;3701
International Statistical Review;3702
Journal of Attention Disorders;3703
Journal of the Electrochemical Society;3704
Pedosphere;3705
Child Psychiatry and Human Development;3706
Economic Modelling;3707
Expert Opinion on Therapeutic Patents;3708
Scandinavian Journal of Statistics;3709
AIAA Journal;3710
Expert Opinion on Drug Delivery;3711
Journal of Volcanology and Geothermal Research;3712
Security Studies;3713
Clinical Neurophysiology;3714
Journal of Gastroenterology and Hepatology (Australia);3715
Requirements Engineering;3716
Egyptian Journal of Remote Sensing and Space Science;3717
Journal of Family Psychology;3718
Journal of Petroleum Science and Engineering;3719
Pervasive and Mobile Computing;3720
Clinical Oncology;3721
Convergence;3722
European Journal of Nutrition;3723
Geothermics;3724
High Power Laser Science and Engineering;3725
International Journal of Geriatric Psychiatry;3726
Teacher Education and Special Education;3727
Multifunctional Materials;3728
Translational Oncology;3729
Decision;3730
IEEE Journal of Photovoltaics;3731
International Geology Review;3732
International Immunopharmacology;3733
LWT - Food Science and Technology;3734
Prostate;3735
Altex;3736
American Journal of Orthopsychiatry;3737
Bulletin of the American Mathematical Society;3738
CIRP Journal of Manufacturing Science and Technology;3739
Clinical and Experimental Ophthalmology;3740
IEEE Pervasive Computing;3741
Journal of Cancer Research and Clinical Oncology;3742
Pest Management Science;3743
Physics in Medicine and Biology;3744
Statistical Papers;3745
Cryptography and Communications;3746
European Journal of Haematology;3747
FlatChem;3748
Forest Policy and Economics;3749
Frontiers in Behavioral Neuroscience;3750
Journal of Diabetes and its Complications;3751
Journal of Neuroradiology;3752
Journal of Public Health Management and Practice;3753
Sex Education;3754
Angiogenesis;3755
Crop Journal;3756
International Journal of Logistics Research and Applications;3757
Lung Cancer: Targets and Therapy;3758
Astrobiology;3759
British Journal of Clinical Pharmacology;3760
Education and Information Technologies;3761
Journal of Manufacturing Science and Engineering, Transactions of the ASME;3762
Journal of Materials in Civil Engineering;3763
Revista de la Real Academia de Ciencias Exactas, Fisicas y Naturales - Serie A: Matematicas;3764
Advances in Climate Change Research;3765
European Journal of Medicinal Chemistry;3766
Journal of Cloud Computing;3767
Journal of Neuromuscular Diseases;3768
Journal of Research in Music Education;3769
npj Materials Degradation;3770
Paleobiology;3771
American Journal of Speech-Language Pathology;3772
Canadian Journal of Anaesthesia;3773
Computational Optimization and Applications;3774
Environmental Impact Assessment Review;3775
Journal of Biological Engineering;3776
Phytobiomes Journal;3777
Anxiety, Stress and Coping;3778
Cerebellum;3779
European Review of Economic History;3780
Foundations and Trends in Databases;3781
Motivation and Emotion;3782
Neurobiology of Learning and Memory;3783
Advances in Applied Mechanics;3784
Critical care and resuscitation : journal of the Australasian Academy of Critical Care Medicine.;3785
Journal of Environmental Policy and Planning;3786
Ophthalmic and Physiological Optics;3787
Alcoholism: Clinical and Experimental Research;3788
International Journal of Public Health;3789
Journal of Global Fashion Marketing;3790
Pathobiology;3791
SPE Journal;3792
Annals of Gastroenterological Surgery;3793
Computers and Fluids;3794
European radiology experimental;3795
Journal of Nuclear Materials;3796
Journal of Occupational Rehabilitation;3797
Psychoanalytic Quarterly;3798
Acta Diabetologica;3799
Atmospheric Environment: X;3800
British Journal of Criminology;3801
Drugs and Aging;3802
Environmental Science: Water Research and Technology;3803
Journal of Organization Design;3804
Journal of Public Health;3805
Journal of Rheology;3806
Reviews in the Neurosciences;3807
Science and Technology of Welding and Joining;3808
Seminars in Respiratory and Critical Care Medicine;3809
Current Allergy and Asthma Reports;3810
International Journal of Health Geographics;3811
Interventional Cardiology Review;3812
Perspectives on Medical Education;3813
Physics of the Earth and Planetary Interiors;3814
School Effectiveness and School Improvement;3815
Social Psychology Quarterly;3816
Bioinformatics and Biology Insights;3817
Computing and Visualization in Science;3818
Journal of Algebra;3819
Language and Education;3820
Phytotherapy Research;3821
Publicacions Matematiques;3822
Reproductive Medicine and Biology;3823
Ore Geology Reviews;3824
Clinical Interventions in Aging;3825
Communication and Sport;3826
Journal of Optimization Theory and Applications;3827
Anatomical Sciences Education;3828
Applied Mathematics and Optimization;3829
Biology of Sport;3830
Journal of Broadcasting and Electronic Media;3831
Journal of Hand Surgery;3832
Language, Cognition and Neuroscience;3833
Liver Research;3834
Match;3835
Nanoscale Advances;3836
Research in International Business and Finance;3837
Yale Law Journal;3838
BMC Infectious Diseases;3839
Dental Traumatology;3840
EvoDevo;3841
Hearing Research;3842
Human Pathology;3843
International Conference on Information and Knowledge Management, Proceedings;3844
International Journal of Social Research Methodology: Theory and Practice;3845
Journal of Engineering and Technology Management - JET-M;3846
Journal of Environmental Chemical Engineering;3847
Reproductive Health;3848
Brain Topography;3849
Frontiers in Forests and Global Change;3850
Information Technology and Tourism;3851
Journal of Management Analytics;3852
Telemedicine Journal and e-Health;3853
American Journal of Clinical Pathology;3854
IEEE Transactions on Computers;3855
Journal of Applied Research in Memory and Cognition;3856
Journal of Clinical Medicine;3857
Journal of Management Science and Engineering;3858
Journal of Multivariate Analysis;3859
Quality Technology and Quantitative Management;3860
Applied Psychological Measurement;3861
Cell Cycle;3862
Computers and Concrete;3863
Evolutionary Human Sciences;3864
IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems;3865
Industry and Innovation;3866
Journal of Computers in Education;3867
Molecular and Cellular Endocrinology;3868
Applied Mathematics and Computation;3869
BioFactors;3870
ChemElectroChem;3871
Educational Assessment, Evaluation and Accountability;3872
Experimental Dermatology;3873
Invertebrate Systematics;3874
Reviews in Chemical Engineering;3875
Sleep Medicine;3876
Socius;3877
Strength and Conditioning Journal;3878
Thrombosis Journal;3879
Canadian Journal of Mathematics;3880
Differential and Integral Equations;3881
Gut Pathogens;3882
Holocene;3883
Journal of Korean Medical Science;3884
Neuroinformatics;3885
Orthopaedic Journal of Sports Medicine;3886
Toxicological Sciences;3887
Antiquity;3888
Arrhythmia and Electrophysiology Review;3889
BIT Numerical Mathematics;3890
European Research on Management and Business Economics;3891
Journal of Sociolinguistics;3892
Tourism Economics;3893
Arthropod Systematics and Phylogeny;3894
Integrative Organismal Biology;3895
Journal of Computational Design and Engineering;3896
Journal of Media Business Studies;3897
Journal of Viral Hepatitis;3898
Oceanography;3899
Plant Cell Reports;3900
Statistics Surveys;3901
Electronic Markets;3902
Genetic Epidemiology;3903
Geomechanics for Energy and the Environment;3904
International Journal of Child-Computer Interaction;3905
Journal of Child and Adolescent Psychopharmacology;3906
Journal of Hospital Medicine;3907
Journal of the International Society of Sports Nutrition;3908
Nuclear Materials and Energy;3909
Advances in Therapy;3910
Genes;3911
International Journal of Nanomedicine;3912
Marine Geology;3913
Bulletin of the London Mathematical Society;3914
Current Gastroenterology Reports;3915
EJNMMI Physics;3916
Measurement;3917
New Biotechnology;3918
Psychology of Addictive Behaviors;3919
South European Society and Politics;3920
Sustainable and Resilient Infrastructure;3921
Birth;3922
Geochemical Transactions;3923
International Journal for Parasitology;3924
Journal of Communication Management;3925
Cognitive Research: Principles and Implications;3926
Current Opinion in Chemical Engineering;3927
Human Resource Development Quarterly;3928
International Psychogeriatrics;3929
Advances in Wound Care;3930
Studies in Family Planning;3931
Australian Educational Researcher;3932
Cancer journal (Sudbury, Mass.);3933
Forest Ecosystems;3934
Frontiers in Earth Science;3935
Frontiers in Neurology;3936
Journal of Alloys and Compounds;3937
Journal of Pediatric Psychology;3938
Journal of Water Process Engineering;3939
ACM Transactions on Programming Languages and Systems;3940
Feminism and Psychology;3941
Michigan Mathematical Journal;3942
Applied Physics Letters;3943
Energy, Sustainability and Society;3944
School Psychology;3945
Stress and Health;3946
Thermal Science and Engineering Progress;3947
Zeitschrift fur Angewandte Mathematik und Physik;3948
Archives of Physical Medicine and Rehabilitation;3949
Foot and Ankle Surgery;3950
Frontiers in Nutrition;3951
Horticultural Plant Journal;3952
Quality and Reliability Engineering International;3953
American Journal of Physiology - Regulatory Integrative and Comparative Physiology;3954
Behavioral Ecology and Sociobiology;3955
Biological Psychology;3956
Clinical and Translational Allergy;3957
European Journal of Innovation Management;3958
Expert Opinion on Drug Discovery;3959
Vascular Medicine;3960
Current Opinion in Oncology;3961
International Journal of Engine Research;3962
