Title;Country;Region
Chemical Engineering Science;United Kingdom;Western Europe
Conference Record - International Conference on Communications;United States;Northern America
Current Opinion in Pulmonary Medicine;United States;Northern America
Current Protocols in Neuroscience;United States;Northern America
Ethnicities;United Kingdom;Western Europe
Journal of Sociology;United Kingdom;Western Europe
Palgrave Communications;United Kingdom;Western Europe
Canadian Journal of Behavioural Science;United States;Northern America
Earth Interactions;United States;Northern America
Health Information and Libraries Journal;United Kingdom;Western Europe
Immunology Letters;Netherlands;Western Europe
Journal of Biological Rhythms;United States;Northern America
Journal of Heredity;United Kingdom;Western Europe
Nanotoxicology;United Kingdom;Western Europe
Platelets;United Kingdom;Western Europe
Ecological Informatics;Netherlands;Western Europe
Enterprise Information Systems;United Kingdom;Western Europe
Human Cell;Germany;Western Europe
Integrated Ocean Drilling Program: Preliminary Reports;United States;Northern America
Journal of Mathematical Neuroscience;Germany;Western Europe
Journal of Wildlife Management;United States;Northern America
Pharmacoepidemiology and Drug Safety;United Kingdom;Western Europe
3D Printing and Additive Manufacturing;United States;Northern America
Azania;United Kingdom;Western Europe
Cognitive Neurodynamics;Netherlands;Western Europe
Computer Standards and Interfaces;Netherlands;Western Europe
Contemporary Clinical Trials;United States;Northern America
Journal of Multinational Financial Management;Netherlands;Western Europe
Journal of Organizational Effectiveness;United Kingdom;Western Europe
Race and Justice;United States;Northern America
Annales Henri Poincare;Switzerland;Western Europe
Behavior Genetics;United States;Northern America
Environmental Toxicology and Pharmacology;Netherlands;Western Europe
Journal of Clinical Sleep Medicine;United States;Northern America
Journal of Natural Products;United States;Northern America
Journal of Pure and Applied Algebra;Netherlands;Western Europe
Journal of Science Teacher Education;United Kingdom;Western Europe
Journal of Simulation;United Kingdom;Western Europe
Journal of Speech, Language, and Hearing Research;United States;Northern America
Matrix Biology Plus;Netherlands;Western Europe
Metabolomics;United States;Northern America
Seminars in Plastic Surgery;United States;Northern America
Animal Cognition;Germany;Western Europe
Annals of Biomedical Engineering;Netherlands;Western Europe
Clinical Simulation in Nursing;United States;Northern America
International Journal of Housing Policy;United Kingdom;Western Europe
Journal of Mental Health;United Kingdom;Western Europe
Leukemia Research;United Kingdom;Western Europe
Quality and Quantity;Netherlands;Western Europe
Quantitative Finance;United Kingdom;Western Europe
Trials;United Kingdom;Western Europe
Yeast;United Kingdom;Western Europe
Current Protocols in Cytometry;United States;Northern America
Dalton Transactions;United Kingdom;Western Europe
Experimental Biology and Medicine;United States;Northern America
Pediatric Nephrology;Germany;Western Europe
Computational Intelligence and Neuroscience;United States;Northern America
Frontiers of Computer Science;China;Asiatic Region
Infection and Chemotherapy;South Korea;Asiatic Region
Intellectual and Developmental Disabilities;United States;Northern America
Journal of Avian Biology;United Kingdom;Western Europe
Obesity Research and Clinical Practice;Netherlands;Western Europe
Population Ecology;Japan;Asiatic Region
Sociology of Sport Journal;United States;Northern America
World Trade Review;United Kingdom;Western Europe
Advances in Pharmacological Sciences;United States;Northern America
American Journal of Hypertension;United Kingdom;Western Europe
Discourse;United Kingdom;Western Europe
Drug and Alcohol Review;United States;Northern America
Frontiers of Biogeography;United States;Northern America
JBMR Plus;United States;Northern America
Journal of Computer Applications in Archaeology;United Kingdom;Western Europe
Journal of Cosmology and Astroparticle Physics;United Kingdom;Western Europe
Microorganisms;Switzerland;Western Europe
Rice Science;Netherlands;Western Europe
World Journal of Stem Cells;United States;Northern America
Asia Pacific Management Review;Taiwan;Asiatic Region
Business and Politics;United Kingdom;Western Europe
Comptes Rendus Physique;France;Western Europe
Current Opinion in Clinical Nutrition and Metabolic Care;United States;Northern America
Current Treatment Options in Neurology;United States;Northern America
Integrating Materials and Manufacturing Innovation;Switzerland;Western Europe
Internal and Emergency Medicine;Italy;Western Europe
Journal of Computer and System Sciences;United States;Northern America
Journal of Functional Foods;United Kingdom;Western Europe
Journal of Productivity Analysis;Netherlands;Western Europe
Mind and Language;United Kingdom;Western Europe
Population Studies;United States;Northern America
Rare Metals;China;Asiatic Region
Advances in Radiation Oncology;United States;Northern America
Annals of Combinatorics;Switzerland;Western Europe
Cardiovascular Drugs and Therapy;Netherlands;Western Europe
ChemPhysChem;Germany;Western Europe
Environmental Nanotechnology, Monitoring and Management;Netherlands;Western Europe
IEEE Electrification Magazine;United States;Northern America
International Journal of Clinical Oncology;Japan;Asiatic Region
Journal of Applied Sport Psychology;United Kingdom;Western Europe
Journal of Cardiology;Japan;Asiatic Region
Journal of Sexual Medicine;United States;Northern America
Research in Microbiology;France;Western Europe
Skin Pharmacology and Physiology;Switzerland;Western Europe
Soil Use and Management;United States;Northern America
Advances in Differential Equations;United States;Northern America
ASAIO Journal;United States;Northern America
Clean Energy;United Kingdom;Western Europe
Competition and Change;United Kingdom;Western Europe
Educacion XX1;Spain;Western Europe
Frontiers in Human Neuroscience;Switzerland;Western Europe
Health Care Management Science;Netherlands;Western Europe
International Journal of Earth Sciences;Germany;Western Europe
Journal of Mathematical Analysis and Applications;United States;Northern America
Molecular Imaging;United States;Northern America
Neurochemical Research;United States;Northern America
Pharmacology Biochemistry and Behavior;United States;Northern America
Sociology of Health and Illness;United Kingdom;Western Europe
Spatial and Spatio-temporal Epidemiology;United Kingdom;Western Europe
Death Studies;United States;Northern America
Dianli Xitong Zidonghua/Automation of Electric Power Systems;China;Asiatic Region
Ecological Modelling;Netherlands;Western Europe
Experimental Eye Research;United States;Northern America
Expert Review of Proteomics;United Kingdom;Western Europe
Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science;United States;Northern America
Nephron;Switzerland;Western Europe
Neurochemistry International;United Kingdom;Western Europe
Population Health Metrics;United Kingdom;Western Europe
Spine Deformity;Netherlands;Western Europe
Zhongguo Dianji Gongcheng Xuebao/Proceedings of the Chinese Society of Electrical Engineering;China;Asiatic Region
Accounting and Business Research;United Kingdom;Western Europe
Chemico-Biological Interactions;Ireland;Western Europe
European Journal of Pharmaceutics and Biopharmaceutics;Netherlands;Western Europe
Insect Science;United Kingdom;Western Europe
International Journal of Sustainability in Higher Education;United Kingdom;Western Europe
Journal of Macroeconomics;Netherlands;Western Europe
Journal of Planning Education and Research;United States;Northern America
Ophthalmic Research;Switzerland;Western Europe
AERA Open;United States;Northern America
Analysis and Applications;Singapore;Asiatic Region
Beneficial microbes;Netherlands;Western Europe
BMC Neuroscience;United Kingdom;Western Europe
Experimental and Clinical Psychopharmacology;United States;Northern America
International Nursing Review;United Kingdom;Western Europe
Journal of Cellular Biochemistry;United States;Northern America
Journal of Responsible Innovation;United Kingdom;Western Europe
Advanced Biology;United States;Northern America
