Title;Category;rank
International Journal of Simulation Modelling;Computer Science Applications;Q2
International Journal of Simulation Modelling;Modeling and Simulation;Q2
Journal of Material Cycles and Waste Management;Mechanics of Materials;Q2
Journal of Material Cycles and Waste Management;Waste Management and Disposal;Q2
Marine Georesources and Geotechnology;Geotechnical Engineering and Engineering Geology;Q2
Marine Georesources and Geotechnology;Ocean Engineering;Q2
Marine Georesources and Geotechnology;Oceanography;Q2
Plant Ecology and Diversity;Plant Science;Q1
Plant Ecology and Diversity;Ecology;Q2
Plant Ecology and Diversity;Ecology, Evolution, Behavior and Systematics;Q2
Research and Practice in Technology Enhanced Learning;Education;Q1
Research and Practice in Technology Enhanced Learning;Media Technology;Q1
Research and Practice in Technology Enhanced Learning;Management of Technology and Innovation;Q2
Research and Practice in Technology Enhanced Learning;Social Psychology;Q2
World Tax Journal;Law;Q1
World Tax Journal;Accounting;Q2
World Tax Journal;Economics and Econometrics;Q2
World Tax Journal;Finance;Q2
Analytical Chemistry Insights;Medical Laboratory Technology;Q1
Analytical Chemistry Insights;Analytical Chemistry;Q2
Analytical Chemistry Insights;Biochemistry;Q2
Applied Physics Express;Engineering, miscellaneous;Q1
Applied Physics Express;Physics and Astronomy, miscellaneous;Q2
IBM Journal of Research and Development;Computer Science, miscellaneous;Q2
Journal of Geography in Higher Education;Education;Q1
Journal of Geography in Higher Education;Geography, Planning and Development;Q1
Journal of International Accounting, Auditing and Taxation;Accounting;Q2
Journal of International Accounting, Auditing and Taxation;Finance;Q2
Language Learning Journal;Education;Q1
Language Learning Journal;Linguistics and Language;Q1
Progress in Nuclear Energy;Energy Engineering and Power Technology;Q2
Progress in Nuclear Energy;Nuclear Energy and Engineering;Q2
Progress in Nuclear Energy;Safety, Risk, Reliability and Quality;Q2
Progress in Nuclear Energy;Waste Management and Disposal;Q2
RSC Medicinal Chemistry;Pharmaceutical Science;Q1
RSC Medicinal Chemistry;Biochemistry;Q2
RSC Medicinal Chemistry;Drug Discovery;Q2
RSC Medicinal Chemistry;Organic Chemistry;Q2
RSC Medicinal Chemistry;Pharmacology;Q2
RSC Medicinal Chemistry;Molecular Medicine;Q3
Transport in Porous Media;Chemical Engineering, miscellaneous;Q1
Transport in Porous Media;Catalysis;Q3
Allergy, Asthma and Clinical Immunology;Pulmonary and Respiratory Medicine;Q2
Allergy, Asthma and Clinical Immunology;Immunology;Q3
Allergy, Asthma and Clinical Immunology;Immunology and Allergy;Q3
Bailliere's Best Practice and Research in Clinical Gastroenterology;Gastroenterology;Q2
Bioengineering;Bioengineering;Q2
City;Geography, Planning and Development;Q1
City;Urban Studies;Q1
Clinics in Perinatology;Obstetrics and Gynecology;Q2
Clinics in Perinatology;Pediatrics, Perinatology and Child Health;Q2
Gender and Education;Education;Q1
Gender and Education;Gender Studies;Q1
International Journal of Computerized Dentistry;Dentistry, miscellaneous;Q1
International Journal of Computerized Dentistry;Computer Science Applications;Q2
International Journal of Computerized Dentistry;Medicine, miscellaneous;Q2
International Journal of Energy and Environmental Engineering;Energy, miscellaneous;Q2
International Journal of Energy and Environmental Engineering;Environmental Engineering;Q2
International Journal of Tourism Cities;Geography, Planning and Development;Q1
International Journal of Tourism Cities;Management, Monitoring, Policy and Law;Q2
International Journal of Tourism Cities;Tourism, Leisure and Hospitality Management;Q2
Journal of Applied Toxicology;Toxicology;Q2
Journal of Criminology;Law;Q1
Journal of Gay and Lesbian Mental Health;Clinical Psychology;Q2
Journal of Gay and Lesbian Mental Health;Health, social science;Q2
Journal of Gay and Lesbian Mental Health;Psychiatry and Mental Health;Q2
Journal of Insect Conservation;Animal Science and Zoology;Q1
Journal of Insect Conservation;Insect Science;Q1
Journal of Insect Conservation;Ecology;Q2
Journal of Insect Conservation;Nature and Landscape Conservation;Q2
MicrobiologyOpen;Microbiology;Q3
Oeconomia Copernicana;Development;Q1
Oeconomia Copernicana;Economics, Econometrics and Finance, miscellaneous;Q1
Oeconomia Copernicana;History;Q1
Oeconomia Copernicana;Business and International Management;Q2
Pediatric Rheumatology;Pediatrics, Perinatology and Child Health;Q2
Pediatric Rheumatology;Rheumatology;Q2
Pediatric Rheumatology;Immunology and Allergy;Q3
Ramanujan Journal;Algebra and Number Theory;Q2
Revista de Investigacion Educativa;Education;Q1
Sexual and Reproductive Health Matters;Obstetrics and Gynecology;Q2
Sexual and Reproductive Health Matters;Reproductive Medicine;Q2
AMB Express;Applied Microbiology and Biotechnology;Q2
AMB Express;Biophysics;Q2
American Ethnologist;Anthropology;Q1
Applied Research in Quality of Life;Life-span and Life-course Studies;Q2
Behavior Modification;Arts and Humanities, miscellaneous;Q1
Behavior Modification;Clinical Psychology;Q2
Behavior Modification;Developmental and Educational Psychology;Q2
English Today;Linguistics and Language;Q1
Indonesian Journal of Science and Technology;Chemical Engineering, miscellaneous;Q1
Indonesian Journal of Science and Technology;Engineering, miscellaneous;Q1
Indonesian Journal of Science and Technology;Computer Science, miscellaneous;Q2
Indonesian Journal of Science and Technology;Geotechnical Engineering and Engineering Geology;Q2
Indonesian Journal of Science and Technology;Space and Planetary Science;Q2
Journal of Food Composition and Analysis;Food Science;Q1
Journal of Molecular Evolution;Ecology, Evolution, Behavior and Systematics;Q2
Journal of Molecular Evolution;Genetics;Q3
Journal of Molecular Evolution;Molecular Biology;Q3
Journal of Refugee Studies;Geography, Planning and Development;Q1
Journal of Refugee Studies;Political Science and International Relations;Q1
Methods and Applications in Fluorescence;Instrumentation;Q1
Methods and Applications in Fluorescence;Atomic and Molecular Physics, and Optics;Q2
Methods and Applications in Fluorescence;Materials Science, miscellaneous;Q2
Methods and Applications in Fluorescence;Spectroscopy;Q2
Pacific Symposium on Biocomputing. Pacific Symposium on Biocomputing;Biomedical Engineering;Q2
Pacific Symposium on Biocomputing. Pacific Symposium on Biocomputing;Computational Theory and Mathematics;Q2
Pacific Symposium on Biocomputing. Pacific Symposium on Biocomputing;Medicine, miscellaneous;Q2
Postgraduate Medical Journal;Medicine, miscellaneous;Q2
River Research and Applications;Environmental Chemistry;Q2
River Research and Applications;Environmental Science, miscellaneous;Q2
River Research and Applications;Water Science and Technology;Q2
Visual Computing for Industry, Biomedicine, and Art;Visual Arts and Performing Arts;Q1
Visual Computing for Industry, Biomedicine, and Art;Computer Graphics and Computer-Aided Design;Q2
Visual Computing for Industry, Biomedicine, and Art;Computer Science, miscellaneous;Q2
Visual Computing for Industry, Biomedicine, and Art;Computer Vision and Pattern Recognition;Q2
Visual Computing for Industry, Biomedicine, and Art;Medicine, miscellaneous;Q2
Visual Computing for Industry, Biomedicine, and Art;Software;Q2
Archives of Disease in Childhood;Pediatrics, Perinatology and Child Health;Q2
Borsa Istanbul Review;Economics and Econometrics;Q2
Borsa Istanbul Review;Finance;Q2
European Cells and Materials;Biochemistry;Q2
European Cells and Materials;Bioengineering;Q2
European Cells and Materials;Biomaterials;Q2
European Cells and Materials;Biomedical Engineering;Q2
European Cells and Materials;Medicine, miscellaneous;Q2
European Cells and Materials;Cell Biology;Q3
European Journal of Social Theory;Sociology and Political Science;Q1
Immunobiology;Hematology;Q2
Immunobiology;Immunology;Q3
Immunobiology;Immunology and Allergy;Q3
International Journal of Hyperthermia;Medicine, miscellaneous;Q2
International Journal of Hyperthermia;Physiology;Q2
International Journal of Hyperthermia;Physiology, medical;Q2
International Journal of Hyperthermia;Radiological and Ultrasound Technology;Q2
International Journal of Hyperthermia;Cancer Research;Q3
International Journal of Paleopathology;Archeology, arts and humanities;Q1
International Journal of Paleopathology;Pathology and Forensic Medicine;Q2
International Journal of Recycling of Organic Waste in Agriculture;Agricultural and Biological Sciences, miscellaneous;Q1
International Journal of Recycling of Organic Waste in Agriculture;Waste Management and Disposal;Q2
Journal of Advanced Academics;Education;Q1
Journal of Experimental Zoology Part B: Molecular and Developmental Evolution;Animal Science and Zoology;Q1
Journal of Experimental Zoology Part B: Molecular and Developmental Evolution;Ecology, Evolution, Behavior and Systematics;Q2
Journal of Experimental Zoology Part B: Molecular and Developmental Evolution;Developmental Biology;Q3
Journal of Experimental Zoology Part B: Molecular and Developmental Evolution;Genetics;Q3
Journal of Experimental Zoology Part B: Molecular and Developmental Evolution;Molecular Medicine;Q3
Journal of Semantics;Arts and Humanities, miscellaneous;Q1
Journal of Semantics;Linguistics and Language;Q1
Journal of Semantics;Artificial Intelligence;Q2
Manuscripta Mathematica;Mathematics, miscellaneous;Q2
Modern Rheumatology;Medicine, miscellaneous;Q2
Modern Rheumatology;Rheumatology;Q2
North American Journal of Economics and Finance;Economics and Econometrics;Q2
North American Journal of Economics and Finance;Finance;Q2
Paediatric Drugs;Pediatrics, Perinatology and Child Health;Q2
Paediatric Drugs;Pharmacology, medical;Q2
Revue Neurologique;Neurology;Q2
Revue Neurologique;Neurology, clinical;Q2
Stratigraphy and Geological Correlation;Paleontology;Q1
Stratigraphy and Geological Correlation;Geology;Q2
Stratigraphy and Geological Correlation;Stratigraphy;Q2
Taxon;Plant Science;Q1
Taxon;Ecology, Evolution, Behavior and Systematics;Q2
ACS Omega;Chemical Engineering, miscellaneous;Q1
ACS Omega;Chemistry, miscellaneous;Q1
Annals of Human Genetics;Genetics;Q3
Annals of Human Genetics;Genetics, clinical;Q3
Business and Human Rights Journal;Industrial Relations;Q1
Business and Human Rights Journal;Law;Q1
Business and Human Rights Journal;Sociology and Political Science;Q1
Business and Human Rights Journal;Business and International Management;Q2
Coastal Management;Environmental Chemistry;Q2
Coastal Management;Environmental Science, miscellaneous;Q2
Curriculum Inquiry;Education;Q1
Electricity Journal;Law;Q1
Electricity Journal;Business and International Management;Q2
Electricity Journal;Energy, miscellaneous;Q2
Electricity Journal;Management of Technology and Innovation;Q2
Intensive and Critical Care Nursing;Critical Care Nursing;Q1
International Journal of Mechanics and Materials in Design;Mechanical Engineering;Q1
International Journal of Mechanics and Materials in Design;Materials Science, miscellaneous;Q2
International Journal of Mechanics and Materials in Design;Mechanics of Materials;Q2
International Journal of Performance Analysis in Sport;Orthopedics and Sports Medicine;Q2
International Journal of Performance Analysis in Sport;Physical Therapy, Sports Therapy and Rehabilitation;Q2
International Journal of Performance Analysis in Sport;Sports Science;Q2
International Neurourology Journal;Neurology;Q2
International Neurourology Journal;Neurology, clinical;Q2
International Neurourology Journal;Urology;Q2
Journal of Child Sexual Abuse;Clinical Psychology;Q2
Journal of Child Sexual Abuse;Pathology and Forensic Medicine;Q2
Journal of Child Sexual Abuse;Pediatrics, Perinatology and Child Health;Q2
Journal of Child Sexual Abuse;Psychiatry and Mental Health;Q2
Journal of Ophthalmic Inflammation and Infection;Infectious Diseases;Q2
Journal of Ophthalmic Inflammation and Infection;Ophthalmology;Q2
Journal of South American Earth Sciences;Earth-Surface Processes;Q2
Journal of South American Earth Sciences;Geology;Q2
Nuclear Science and Techniques/Hewuli;Nuclear and High Energy Physics;Q2
Nuclear Science and Techniques/Hewuli;Nuclear Energy and Engineering;Q2
Process Biochemistry;Applied Microbiology and Biotechnology;Q2
Process Biochemistry;Biochemistry;Q2
Process Biochemistry;Bioengineering;Q2
Protoplasma;Plant Science;Q1
Protoplasma;Medicine, miscellaneous;Q2
Protoplasma;Cell Biology;Q3
Statistics in Biopharmaceutical Research;Pharmaceutical Science;Q1
Statistics in Biopharmaceutical Research;Statistics and Probability;Q2
Transactions on Emerging Telecommunications Technologies;Electrical and Electronic Engineering;Q2
Transformation Groups;Algebra and Number Theory;Q2
Transformation Groups;Geometry and Topology;Q2
ADHD Attention Deficit and Hyperactivity Disorders;Clinical Psychology;Q2
ADHD Attention Deficit and Hyperactivity Disorders;Medicine, miscellaneous;Q2
ADHD Attention Deficit and Hyperactivity Disorders;Psychiatry and Mental Health;Q2
Bullentin of Canadian Petroleum Geology;Earth and Planetary Sciences, miscellaneous;Q1
Bullentin of Canadian Petroleum Geology;Energy Engineering and Power Technology;Q2
Bullentin of Canadian Petroleum Geology;Geochemistry and Petrology;Q2
Bullentin of Canadian Petroleum Geology;Geology;Q2
CardioVascular and Interventional Radiology;Cardiology and Cardiovascular Medicine;Q2
CardioVascular and Interventional Radiology;Radiology, Nuclear Medicine and Imaging;Q2
Cell Biochemistry and Function;Biochemistry;Q2
Cell Biochemistry and Function;Clinical Biochemistry;Q2
Cell Biochemistry and Function;Medicine, miscellaneous;Q2
Cell Biochemistry and Function;Cell Biology;Q3
Current Alzheimer Research;Neurology, clinical;Q2
Current Alzheimer Research;Neurology;Q3
General and Comparative Endocrinology;Animal Science and Zoology;Q1
General and Comparative Endocrinology;Endocrinology;Q3
Health promotion and chronic disease prevention in Canada : research, policy and practice;Health Policy;Q2
Health promotion and chronic disease prevention in Canada : research, policy and practice;Public Health, Environmental and Occupational Health;Q2
Health promotion and chronic disease prevention in Canada : research, policy and practice;Epidemiology;Q3
Infectious Diseases in Obstetrics and Gynecology;Dermatology;Q1
Infectious Diseases in Obstetrics and Gynecology;Infectious Diseases;Q2
Infectious Diseases in Obstetrics and Gynecology;Obstetrics and Gynecology;Q2
Insects;Insect Science;Q1
Journal of Astronomical Instrumentation;Instrumentation;Q1
